<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
09/20/06, 11542.28, 11628.88, 11542.20, 11613.19
09/19/06, 11554.60, 11562.05, 11480.56, 11540.91
09/18/06, 11559.97, 11588.38, 11528.11, 11555.00
09/15/06, 11528.75, 11613.51, 11528.75, 11560.77
09/14/06, 11543.40, 11549.08, 11495.37, 11527.39
09/13/06, 11487.69, 11567.25, 11476.16, 11543.32
09/12/06, 11396.12, 11512.98, 11395.71, 11498.09
09/11/06, 11389.87, 11421.25, 11342.17, 11396.84
09/08/06, 11332.24, 11402.84, 11331.04, 11392.11
09/07/06, 11405.16, 11405.24, 11323.84, 11331.44
09/06/06, 11466.23, 11466.23, 11395.15, 11406.20
09/05/06, 11461.83, 11488.17, 11438.06, 11469.28
09/01/06, 11382.75, 11476.48, 11382.75, 11464.15
08/31/06, 11383.47, 11405.32, 11369.78, 11381.15
08/30/06, 11365.98, 11407.08, 11355.69, 11382.91
08/29/06, 11352.65, 11379.55, 11299.58, 11369.94
08/28/06, 11285.33, 11387.79, 11273.49, 11352.01
08/25/06, 11301.22, 11317.43, 11260.28, 11284.05
08/24/06, 11297.82, 11334.72, 11273.89, 11304.46
08/23/06, 11337.12, 11370.82, 11264.04, 11297.90
08/22/06, 11344.41, 11383.71, 11303.34, 11339.84
08/21/06, 11380.67, 11380.99, 11321.99, 11345.05
08/18/06, 11333.76, 11381.47, 11317.67, 11381.47
08/17/06, 11327.36, 11372.42, 11298.38, 11334.96
08/16/06, 11224.91, 11340.80, 11224.91, 11327.12
08/15/06, 11098.03, 11234.27, 11098.03, 11230.26
08/14/06, 11089.07, 11202.73, 11079.78, 11097.87
08/11/06, 11121.16, 11121.16, 11042.64, 11088.03
08/10/06, 11073.14, 11143.98, 11044.72, 11124.37
08/09/06, 11168.47, 11250.84, 11068.57, 11076.18
08/08/06, 11218.18, 11276.29, 11141.82, 11173.59
08/07/06, 11239.47, 11245.95, 11190.56, 11219.38
08/04/06, 11244.59, 11344.17, 11187.36, 11240.35
08/03/06, 11195.28, 11269.49, 11144.46, 11242.59
08/02/06, 11125.57, 11229.46, 11125.25, 11199.93
08/01/06, 11184.80, 11185.28, 11083.86, 11125.73
07/31/06, 11218.90, 11219.06, 11178.32, 11185.68
07/28/06, 11102.11, 11243.31, 11102.03, 11219.70
07/27/06, 11104.19, 11187.76, 11087.55, 11100.43
07/26/06, 11102.91, 11157.82, 11048.16, 11102.51
07/25/06, 11051.05, 11133.81, 10999.90, 11103.71
07/24/06, 10868.70, 11065.95, 10868.62, 11051.05
07/21/06, 10937.94, 10951.77, 10838.85, 10868.38
07/20/06, 11007.26, 11037.28, 10924.98, 10928.10
07/19/06, 10797.39, 11038.48, 10797.39, 11011.42
07/18/06, 10745.84, 10813.79, 10683.32, 10799.23
07/17/06, 10739.35, 10802.67, 10714.71, 10747.36
07/14/06, 10846.53, 10848.37, 10701.34, 10739.35
07/13/06, 11012.62, 11012.62, 10832.93, 10846.29
07/12/06, 11133.97, 11149.96, 10995.97, 11013.18
07/11/06, 11102.59, 11151.18, 11027.99, 11134.77
07/10/06, 11091.71, 11174.47, 11090.04, 11103.55
07/07/06, 11224.18, 11224.18, 11066.01, 11090.67
07/06/06, 11147.12, 11257.08, 11147.12, 11225.30
07/05/06, 11225.06, 11225.06, 11123.32, 11151.82
07/03/06, 11149.34, 11231.30, 11149.34, 11228.02
06/30/06, 11190.80, 11235.63, 11150.06, 11150.22
06/29/06, 10974.36, 11195.54, 10974.36, 11190.80
06/28/06, 10925.30, 10981.25, 10902.48, 10973.56
06/27/06, 11048.24, 11064.09, 10920.73, 10924.74
06/26/06, 10990.29, 11048.72, 10973.72, 11045.28
06/23/06, 11019.19, 11074.26, 10973.40, 10989.09
06/22/06, 11077.78, 11077.78, 10986.14, 11019.11
06/21/06, 10975.24, 11131.73, 10971.72, 11079.46
06/20/06, 10942.03, 11029.83, 10938.42, 10974.84
06/19/06, 11014.87, 11057.61, 10907.29, 10942.11
06/16/06, 11014.38, 11045.20, 10984.13, 11014.55
06/15/06, 10817.48, 11036.48, 10817.48, 11015.19
06/14/06, 10706.78, 10817.00, 10698.85, 10816.92
06/13/06, 10783.14, 10862.30, 10700.93, 10706.14
06/12/06, 10892.00, 10927.12, 10790.26, 10792.58
06/09/06, 10939.14, 10976.20, 10871.59, 10891.92
06/08/06, 10929.70, 10964.68, 10757.55, 10938.82
06/07/06, 11002.06, 11077.38, 10928.34, 10930.90
06/06/06, 11048.24, 11094.26, 10926.42, 11002.14
06/05/06, 11247.55, 11248.79, 11040.24, 11048.72
06/02/06, 11260.52, 11285.82, 11191.53, 11247.87
06/01/06, 11169.03, 11270.21, 11150.07, 11260.28
05/31/06, 11091.15, 11183.04, 11085.38, 11168.31
05/30/06, 11277.25, 11278.13, 11094.35, 11094.43
05/26/06, 11211.69, 11283.49, 11211.54, 11278.61
05/25/06, 11114.96, 11214.98, 11114.96, 11211.05
05/24/06, 11100.11, 11168.24, 11030.47, 11117.32
05/23/06, 11126.29, 11202.65, 11097.31, 11098.35
05/22/06, 11143.42, 11175.35, 11040.07, 11125.33
05/19/06, 11124.37, 11180.29, 11075.22, 11144.06
05/18/06, 11206.17, 11247.39, 11127.09, 11128.29
05/17/06, 11410.13, 11410.13, 11174.38, 11205.61
05/16/06, 11428.21, 11460.55, 11392.67, 11419.89
05/15/06, 11380.43, 11435.34, 11333.04, 11428.77
05/12/06, 11500.01, 11500.01, 11374.74, 11380.99
05/11/06, 11639.29, 11639.45, 11479.44, 11500.73
05/10/06, 11630.48, 11670.19, 11595.18, 11642.65
05/09/06, 11584.62, 11640.73, 11572.05, 11639.77
05/08/06, 11576.37, 11603.59, 11561.97, 11584.54
05/05/06, 11440.62, 11586.38, 11440.62, 11577.74
05/04/06, 11401.80, 11463.11, 11401.80, 11438.86
05/03/06, 11414.69, 11424.93, 11362.42, 11400.28
05/02/06, 11345.21, 11427.65, 11345.13, 11416.45
05/01/06, 11367.78, 11428.37, 11329.44, 11343.29
04/28/06, 11358.33, 11417.66, 11347.21, 11367.14
04/27/06, 11349.53, 11416.93, 11275.30, 11382.51
04/26/06, 11283.25, 11379.87, 11282.77, 11354.49
04/25/06, 11336.56, 11355.37, 11260.84, 11283.25
04/24/06, 11346.81, 11359.70, 11305.83, 11336.32
04/21/06, 11343.45, 11405.88, 11316.79, 11347.45
04/20/06, 11278.53, 11384.11, 11275.05, 11342.89
04/19/06, 11265.40, 11302.95, 11236.19, 11278.77
04/18/06, 11074.58, 11280.45, 11074.58, 11268.77
04/17/06, 11137.33, 11159.99, 11039.12, 11073.78
04/13/06, 11130.13, 11178.40, 11105.80, 11137.65
04/12/06, 11089.47, 11144.14, 11087.47, 11129.97
04/11/06, 11141.33, 11186.64, 11053.17, 11089.63
04/10/06, 11119.88, 11185.54, 11117.08, 11141.33
04/07/06, 11217.14, 11269.30, 11108.02, 11120.04
04/06/06, 11233.01, 11246.91, 11167.03, 11216.50
04/05/06, 11239.55, 11250.99, 11169.35, 11239.55
04/04/06, 11203.21, 11226.98, 11123.57, 11203.85
04/03/06, 11113.00, 11247.87, 11113.00, 11144.94
03/31/06, 11151.34, 11191.36, 11105.65, 11109.32
03/30/06, 11216.34, 11259.16, 11117.64, 11150.70
03/29/06, 11154.94, 11244.35, 11154.94, 11215.70
03/28/06, 11250.11, 11281.77, 11145.02, 11154.54
03/27/06, 11280.13, 11280.45, 11229.86, 11250.11
03/24/06, 11270.61, 11316.09, 11244.03, 11279.97
03/23/06, 11317.35, 11327.20, 11237.15, 11270.29
03/22/06, 11234.51, 11328.80, 11226.42, 11317.43
03/21/06, 11275.89, 11334.96, 11221.54, 11235.47
03/20/06, 11278.93, 11308.39, 11259.80, 11274.53
03/17/06, 11254.12, 11290.07, 11254.12, 11279.65
03/16/06, 11210.97, 11282.45, 11210.57, 11253.24
03/15/06, 11149.76, 11226.74, 11138.93, 11209.77
03/14/06, 11076.02, 11161.35, 11058.65, 11151.34
03/13/06, 11067.61, 11116.68, 11056.33, 11076.02
03/10/06, 10972.92, 11098.99, 10972.92, 11076.34
03/09/06, 11005.66, 11049.12, 10963.88, 10972.28
03/08/06, 10977.08, 11026.71, 10922.73, 11005.74
03/07/06, 10957.31, 10989.01, 10928.74, 10980.69
03/06/06, 11022.47, 11037.12, 10929.22, 10958.59
03/03/06, 11024.23, 11106.68, 10984.61, 11021.59
03/02/06, 11052.57, 11052.57, 10986.05, 11025.51
03/01/06, 10993.25, 11069.38, 10991.97, 11053.53
02/28/06, 11096.75, 11100.19, 10978.61, 10993.41
02/27/06, 11062.81, 11132.61, 11061.73, 11097.55
02/24/06, 11065.77, 11085.54, 11010.22, 11061.85
02/23/06, 11133.52, 11135.89, 11052.73, 11069.22
02/22/06, 11065.29, 11159.18, 11060.33, 11137.17
02/21/06, 11115.48, 11140.77, 11050.81, 11069.06
02/17/06, 11119.56, 11131.95, 11077.70, 11115.32
02/16/06, 11059.05, 11120.76, 11046.40, 11120.68
02/15/06, 11025.67, 11068.74, 10989.72, 11058.97
02/14/06, 10890.72, 11047.68, 10890.72, 11028.39
02/13/06, 10915.21, 10939.86, 10849.89, 10892.32
02/10/06, 10883.51, 10944.99, 10820.20, 10919.05
02/09/06, 10859.42, 10952.27, 10855.74, 10883.35
02/08/06, 10742.16, 10865.42, 10740.63, 10858.62
02/07/06, 10796.42, 10822.76, 10737.67, 10749.76
02/06/06, 10793.30, 10814.51, 10770.97, 10798.27
02/03/06, 10849.57, 10863.58, 10779.06, 10793.62
02/02/06, 10950.11, 10950.11, 10827.16, 10851.98
02/01/06, 10862.14, 10967.57, 10852.82, 10953.95
01/31/06, 10900.40, 10923.45, 10862.14, 10864.86
01/30/06, 10908.49, 10930.50, 10887.44, 10899.92
01/27/06, 10815.32, 10932.34, 10804.75, 10907.21
01/26/06, 10711.02, 10827.96, 10710.94, 10809.47
01/25/06, 10713.26, 10760.57, 10672.60, 10709.74
01/24/06, 10690.21, 10750.31, 10686.04, 10712.22
01/23/06, 10668.75, 10737.04, 10666.35, 10688.77
01/20/06, 10880.71, 10880.71, 10661.15, 10667.39
01/19/06, 10855.18, 10915.95, 10852.13, 10880.71
01/18/06, 10890.08, 10890.08, 10817.32, 10854.86
01/17/06, 10957.55, 10957.87, 10875.60, 10896.32
01/13/06, 10961.48, 10992.69, 10921.53, 10959.87
01/12/06, 11043.12, 11045.84, 10951.23, 10962.36
01/11/06, 11011.66, 11047.76, 10991.97, 11043.44
01/10/06, 11010.46, 11013.98, 10949.87, 11011.58
01/09/06, 10959.47, 11020.15, 10944.43, 11011.90
01/06/06, 10875.45, 10968.84, 10875.45, 10959.31
01/05/06, 10880.39, 10908.25, 10843.65, 10882.15
01/04/06, 10843.97, 10892.64, 10833.90, 10880.15
01/03/06, 10718.30, 10862.78, 10684.45, 10847.41
12/30/05, 10783.86, 10783.86, 10709.42, 10717.50
12/29/05, 10795.70, 10825.24, 10779.22, 10784.82
12/28/05, 10778.25, 10825.16, 10778.25, 10796.26
12/27/05, 10883.75, 10932.82, 10776.49, 10777.77
12/23/05, 10883.27, 10904.80, 10869.83, 10883.27
12/22/05, 10831.56, 10891.04, 10829.16, 10889.44
12/21/05, 10805.63, 10900.89, 10805.63, 10833.73
12/20/05, 10836.93, 10860.14, 10789.62, 10805.55
12/19/05, 10875.51, 10922.41, 10825.64, 10836.53
12/16/05, 10881.67, 10940.34, 10869.27, 10875.59
12/15/05, 10883.43, 10938.74, 10865.42, 10881.67
12/14/05, 10821.32, 10919.77, 10820.32, 10883.51
12/13/05, 10765.69, 10871.51, 10751.36, 10823.72
12/12/05, 10778.66, 10811.71, 10735.11, 10767.77
12/09/05, 10751.76, 10805.95, 10729.91, 10778.58
12/08/05, 10808.43, 10847.25, 10729.67, 10755.12
12/07/05, 10856.86, 10868.06, 10764.01, 10810.91
12/06/05, 10835.41, 10924.90, 10835.41, 10856.86
12/05/05, 10876.95, 10876.95, 10810.67, 10835.01
12/02/05, 10912.01, 10921.37, 10861.66, 10877.51
12/01/05, 10806.03, 10934.90, 10806.03, 10912.57
11/30/05, 10883.91, 10924.82, 10803.87, 10805.87
11/29/05, 10888.48, 10959.79, 10888.07, 10888.16
11/28/05, 10932.74, 10951.93, 10881.63, 10890.72
11/25/05, 10915.13, 10955.48, 10914.49, 10931.62
11/23/05, 10871.43, 10950.75, 10855.34, 10916.09
11/22/05, 10815.96, 10877.43, 10787.22, 10871.43
11/21/05, 10766.33, 10835.33, 10761.05, 10820.28
11/18/05, 10719.34, 10796.26, 10697.25, 10766.33
11/17/05, 10677.00, 10727.67, 10665.55, 10720.22
11/16/05, 10683.03, 10712.22, 10652.27, 10674.76
11/15/05, 10697.01, 10741.99, 10664.27, 10686.44
11/14/05, 10686.60, 10710.06, 10674.28, 10697.17
11/11/05, 10641.30, 10696.45, 10637.43, 10686.04
11/10/05, 10541.16, 10655.53, 10519.39, 10640.10
11/09/05, 10539.24, 10601.92, 10519.55, 10546.21
11/08/05, 10574.18, 10574.22, 10524.28, 10539.72
11/07/05, 10531.24, 10593.35, 10520.43, 10586.23
11/04/05, 10523.23, 10552.38, 10479.39, 10530.76
11/03/05, 10470.49, 10561.16, 10470.49, 10522.59
11/02/05, 10406.29, 10493.54, 10388.76, 10472.73
11/01/05, 10437.51, 10455.28, 10406.04, 10406.77
10/31/05, 10403.17, 10486.65, 10403.17, 10440.07
10/28/05, 10231.15, 10404.70, 10231.15, 10402.77
10/27/05, 10344.74, 10349.22, 10229.95, 10229.95
10/26/05, 10377.39, 10434.47, 10336.82, 10344.98
10/25/05, 10383.88, 10411.65, 10316.88, 10377.87
10/24/05, 10216.11, 10387.00, 10216.11, 10385.00
10/21/05, 10282.22, 10350.98, 10193.45, 10215.22
10/20/05, 10411.73, 10432.78, 10252.13, 10281.10
10/19/05, 10277.18, 10414.13, 10232.98, 10414.13
10/18/05, 10349.14, 10361.47, 10285.26, 10285.26
10/17/05, 10287.42, 10350.99, 10269.81, 10348.10
10/14/05, 10216.59, 10291.91, 10200.10, 10287.34
10/13/05, 10216.91, 10241.32, 10156.46, 10216.59
10/12/05, 10253.81, 10308.88, 10186.09, 10216.91
10/11/05, 10239.16, 10312.88, 10234.20, 10253.17
10/10/05, 10292.95, 10323.12, 10237.80, 10238.76
10/07/05, 10287.42, 10347.30, 10280.62, 10292.31
10/06/05, 10317.36, 10369.55, 10218.09, 10287.10
10/05/05, 10434.81, 10438.47, 10316.16, 10317.36
10/04/05, 10534.36, 10567.82, 10434.79, 10441.11
10/03/05, 10569.50, 10608.56, 10523.63, 10535.48
09/30/05, 10552.70, 10569.81, 10526.12, 10568.70
09/29/05, 10472.61, 10563.37, 10418.01, 10552.78
09/28/05, 10456.61, 10512.10, 10423.98, 10473.09
09/27/05, 10444.58, 10496.25, 10415.62, 10456.21
09/26/05, 10420.22, 10509.23, 10410.11, 10443.63
09/23/05, 10421.81, 10455.81, 10372.06, 10419.59
09/22/05, 10376.20, 10444.51, 10350.96, 10422.05
09/21/05, 10484.23, 10484.55, 10375.24, 10378.03
09/20/05, 10558.19, 10604.76, 10467.11, 10481.52
09/19/05, 10641.87, 10644.57, 10521.18, 10557.63
09/16/05, 10560.50, 10647.36, 10560.42, 10641.94
09/15/05, 10545.85, 10582.07, 10520.93, 10558.75
09/14/05, 10597.52, 10633.19, 10536.62, 10544.90
09/13/05, 10673.71, 10674.03, 10595.29, 10597.44
09/12/05, 10678.41, 10701.81, 10664.09, 10682.94
09/09/05, 10594.10, 10695.92, 10593.94, 10678.56
09/08/05, 10633.11, 10636.49, 10569.34, 10595.93
09/07/05, 10588.68, 10640.43, 10573.95, 10633.50
09/06/05, 10447.69, 10593.06, 10447.69, 10589.24
09/02/05, 10460.67, 10497.45, 10434.71, 10447.37
09/01/05, 10481.44, 10513.76, 10425.80, 10459.63
08/31/05, 10409.08, 10484.79, 10356.87, 10481.60
08/30/05, 10461.54, 10461.54, 10350.00, 10412.82
08/29/05, 10396.90, 10487.50, 10349.37, 10463.05
08/26/05, 10450.95, 10450.95, 10383.98, 10397.29
08/25/05, 10434.39, 10465.36, 10428.34, 10450.63
08/24/05, 10519.34, 10559.00, 10432.08, 10434.87
08/23/05, 10571.01, 10577.46, 10496.73, 10519.58
08/22/05, 10559.78, 10641.15, 10523.96, 10569.89
08/19/05, 10552.70, 10626.26, 10552.70, 10559.23
08/18/05, 10549.75, 10592.90, 10517.43, 10554.93
08/17/05, 10505.60, 10588.93, 10503.37, 10550.71
08/16/05, 10631.59, 10640.27, 10510.34, 10513.45
08/15/05, 10599.19, 10655.08, 10557.87, 10634.38
08/12/05, 10682.70, 10682.78, 10568.30, 10600.31
08/11/05, 10591.83, 10685.89, 10588.52, 10685.89
08/10/05, 10606.52, 10719.41, 10570.05, 10594.41
08/09/05, 10537.65, 10639.08, 10537.65, 10615.67
08/08/05, 10557.24, 10606.04, 10524.91, 10536.93
08/05/05, 10610.34, 10610.81, 10554.45, 10558.03
08/04/05, 10696.80, 10696.88, 10606.67, 10610.10
08/03/05, 10681.51, 10698.07, 10638.48, 10697.59
08/02/05, 10623.79, 10699.19, 10623.47, 10683.74
08/01/05, 10641.78, 10672.36, 10610.89, 10623.15
07/29/05, 10705.16, 10717.73, 10640.91, 10640.91
07/28/05, 10633.50, 10710.48, 10629.68, 10705.55
07/27/05, 10579.45, 10645.92, 10577.38, 10637.09
07/26/05, 10597.60, 10626.00, 10572.92, 10579.77
07/25/05, 10651.66, 10686.53, 10591.55, 10596.48
07/22/05, 10624.19, 10658.58, 10588.05, 10651.18
07/21/05, 10690.03, 10700.06, 10608.43, 10627.77
07/20/05, 10629.52, 10691.30, 10581.12, 10689.15
07/19/05, 10576.90, 10668.52, 10576.90, 10646.56
07/18/05, 10640.19, 10640.19, 10574.99, 10574.99
07/15/05, 10629.44, 10654.12, 10600.48, 10640.83
07/14/05, 10559.86, 10657.69, 10559.86, 10628.89
07/13/05, 10513.36, 10564.91, 10512.36, 10557.39
07/12/05, 10519.49, 10544.04, 10483.20, 10513.89
07/11/05, 10449.60, 10534.22, 10449.60, 10519.72
07/08/05, 10302.90, 10462.26, 10300.45, 10449.14
07/07/05, 10269.76, 10310.04, 10175.40, 10302.29
07/06/05, 10366.52, 10380.47, 10267.61, 10270.68
07/05/05, 10303.13, 10389.06, 10282.65, 10371.80
07/01/05, 10273.59, 10343.79, 10273.52, 10303.44
06/30/05, 10374.18, 10412.79, 10267.22, 10274.97
06/29/05, 10405.94, 10433.79, 10363.28, 10374.48
06/28/05, 10291.01, 10409.70, 10290.55, 10405.63
06/27/05, 10298.07, 10332.13, 10253.49, 10290.78
06/24/05, 10422.28, 10422.28, 10297.84, 10297.84
06/23/05, 10587.09, 10589.01, 10419.60, 10421.44
06/22/05, 10599.36, 10646.24, 10578.04, 10587.93
06/21/05, 10608.88, 10630.36, 10580.87, 10599.67
06/20/05, 10621.54, 10637.57, 10562.38, 10609.11
06/17/05, 10580.41, 10656.29, 10579.49, 10623.07
06/16/05, 10566.76, 10595.45, 10540.06, 10578.65
06/15/05, 10548.65, 10589.93, 10495.39, 10566.37
06/14/05, 10521.95, 10586.70, 10521.79, 10547.57
06/13/05, 10503.57, 10589.16, 10474.38, 10522.56
06/10/05, 10503.02, 10538.64, 10452.62, 10512.63
06/09/05, 10477.75, 10526.37, 10443.31, 10503.02
06/08/05, 10484.84, 10543.29, 10465.32, 10476.86
06/07/05, 10466.00, 10578.84, 10465.92, 10483.07
06/06/05, 10461.64, 10481.00, 10430.97, 10467.03
06/03/05, 10552.82, 10553.19, 10448.41, 10460.97
06/02/05, 10548.83, 10559.93, 10510.41, 10553.49
06/01/05, 10462.86, 10586.37, 10457.91, 10549.87
05/31/05, 10541.89, 10542.33, 10467.48, 10467.48
05/27/05, 10537.08, 10552.01, 10517.66, 10542.55
05/26/05, 10458.68, 10544.10, 10458.61, 10537.60
05/25/05, 10503.17, 10503.17, 10426.39, 10457.80
05/24/05, 10522.68, 10522.68, 10471.91, 10503.68
05/23/05, 10472.80, 10560.81, 10466.07, 10523.56
05/20/05, 10492.75, 10499.26, 10423.88, 10471.91
05/19/05, 10464.45, 10494.74, 10435.32, 10493.19
05/18/05, 10323.19, 10480.85, 10323.04, 10464.45
05/17/05, 10247.49, 10336.90, 10213.14, 10331.88
05/16/05, 10139.61, 10255.25, 10138.28, 10252.29
05/13/05, 10188.23, 10234.34, 10075.55, 10140.12
05/12/05, 10299.74, 10322.35, 10183.43, 10189.48
05/11/05, 10272.91, 10311.19, 10184.90, 10300.25
05/10/05, 10382.94, 10382.94, 10250.23, 10281.11
05/09/05, 10345.40, 10384.86, 10320.14, 10384.34
05/06/05, 10339.71, 10400.60, 10339.64, 10345.40
05/05/05, 10384.49, 10405.77, 10296.48, 10340.38
05/04/05, 10255.25, 10392.47, 10255.25, 10384.64
05/03/05, 10251.04, 10304.54, 10208.03, 10256.95
05/02/05, 10192.00, 10258.43, 10188.07, 10251.70
04/29/05, 10073.47, 10196.36, 10048.12, 10192.51
04/28/05, 10194.58, 10194.58, 10070.14, 10070.37
04/27/05, 10150.32, 10219.56, 10079.45, 10198.80
04/26/05, 10240.99, 10263.60, 10150.99, 10151.13
04/25/05, 10158.52, 10260.20, 10158.52, 10242.47
04/22/05, 10216.68, 10219.34, 10069.92, 10157.71
04/21/05, 10010.51, 10218.60, 10010.51, 10218.60
04/20/05, 10131.18, 10186.45, 10000.46, 10012.36
04/19/05, 10071.55, 10156.53, 10071.55, 10127.41
04/18/05, 10088.54, 10105.39, 10020.93, 10071.25
04/15/05, 10276.61, 10278.53, 10076.57, 10087.51
04/14/05, 10403.71, 10417.89, 10273.43, 10278.75
04/13/05, 10507.45, 10521.06, 10379.70, 10403.93
04/12/05, 10448.63, 10529.77, 10360.92, 10507.97
04/11/05, 10462.08, 10482.18, 10438.44, 10448.56
04/08/05, 10546.32, 10553.56, 10460.46, 10461.34
04/07/05, 10485.88, 10557.11, 10476.71, 10546.32
04/06/05, 10453.45, 10526.00, 10453.38, 10486.02
04/05/05, 10421.14, 10476.49, 10419.44, 10458.46
04/04/05, 10401.71, 10444.28, 10356.71, 10421.14
04/01/05, 10504.57, 10568.93, 10381.02, 10404.30
03/31/05, 10541.59, 10542.04, 10490.38, 10503.76
03/30/05, 10405.77, 10544.18, 10404.81, 10540.93
03/29/05, 10486.10, 10520.84, 10396.24, 10405.70
03/28/05, 10444.13, 10533.55, 10439.99, 10485.65
03/24/05, 10457.06, 10518.63, 10442.87, 10442.87
03/23/05, 10456.02, 10486.69, 10430.53, 10456.02
03/22/05, 10565.39, 10609.95, 10470.28, 10470.51
03/21/05, 10629.90, 10630.49, 10534.06, 10565.39
03/18/05, 10627.83, 10653.69, 10557.04, 10629.67
03/17/05, 10633.30, 10658.64, 10598.34, 10626.35
03/16/05, 10741.63, 10741.63, 10612.38, 10633.07
03/15/05, 10804.29, 10838.65, 10745.10, 10745.10
03/14/05, 10773.92, 10805.47, 10754.41, 10804.51
03/11/05, 10845.30, 10872.35, 10758.55, 10774.36
03/10/05, 10806.28, 10875.52, 10780.35, 10851.51
03/09/05, 10912.32, 10923.18, 10802.06, 10805.62
03/08/05, 10935.60, 10952.45, 10900.13, 10912.62
03/07/05, 10940.55, 10984.46, 10931.46, 10936.86
03/04/05, 10834.51, 10962.42, 10834.29, 10940.55
03/03/05, 10812.27, 10869.17, 10767.19, 10833.03
03/02/05, 10825.68, 10869.83, 10774.29, 10811.97
03/01/05, 10769.04, 10849.14, 10769.04, 10830.00
02/28/05, 10842.05, 10842.05, 10730.47, 10766.23
02/25/05, 10748.42, 10845.60, 10735.77, 10841.60
02/24/05, 10672.24, 10755.74, 10647.34, 10748.79
02/23/05, 10609.28, 10700.69, 10608.98, 10673.79
02/22/05, 10783.38, 10783.45, 10610.54, 10611.20
02/18/05, 10755.15, 10792.02, 10730.32, 10785.22
02/17/05, 10835.03, 10841.16, 10752.34, 10754.26
02/16/05, 10832.03, 10853.43, 10794.16, 10834.88
02/15/05, 10791.06, 10852.39, 10779.31, 10837.32
02/14/05, 10795.72, 10802.29, 10773.18, 10791.13
02/11/05, 10742.92, 10829.19, 10703.43, 10796.01
02/10/05, 10665.00, 10763.94, 10664.33, 10749.61
02/09/05, 10717.76, 10741.55, 10660.42, 10664.11
02/08/05, 10712.51, 10744.51, 10695.96, 10724.63
02/07/05, 10715.76, 10733.50, 10699.73, 10715.76
02/04/05, 10593.17, 10723.89, 10586.89, 10716.13
02/03/05, 10592.21, 10601.15, 10550.09, 10593.10
02/02/05, 10551.05, 10616.37, 10544.48, 10596.79
02/01/05, 10489.72, 10570.26, 10489.64, 10551.94
01/31/05, 10428.76, 10510.19, 10428.76, 10489.94
01/28/05, 10470.58, 10488.39, 10386.56, 10427.20
01/27/05, 10498.14, 10498.14, 10429.94, 10467.40
01/26/05, 10463.19, 10531.99, 10463.19, 10498.59
01/25/05, 10369.42, 10509.83, 10369.42, 10461.56
01/24/05, 10393.58, 10442.87, 10368.61, 10368.61
01/21/05, 10471.98, 10512.18, 10390.85, 10392.99
01/20/05, 10538.90, 10546.77, 10457.94, 10471.47
01/19/05, 10626.05, 10626.28, 10536.49, 10539.97
01/18/05, 10554.23, 10628.94, 10500.58, 10628.79
01/14/05, 10506.71, 10567.01, 10503.76, 10558.00
01/13/05, 10617.41, 10618.15, 10485.73, 10505.83
01/12/05, 10561.32, 10622.88, 10499.47, 10617.78
01/11/05, 10619.77, 10619.77, 10531.54, 10556.22
01/10/05, 10603.44, 10663.74, 10582.38, 10621.03
01/07/05, 10624.80, 10653.25, 10571.74, 10603.96
01/06/05, 10593.19, 10667.58, 10589.33, 10622.88
01/05/05, 10629.53, 10684.43, 10597.75, 10597.83
01/04/05, 10727.81, 10769.56, 10605.15, 10630.78
01/03/05, 10783.75, 10867.39, 10710.07, 10729.43
12/31/04, 10800.30, 10832.52, 10781.01, 10783.01
12/30/04, 10829.12, 10850.18, 10799.71, 10800.30
12/29/04, 10853.72, 10853.72, 10795.57, 10829.19
12/28/04, 10776.06, 10859.04, 10773.92, 10854.54
12/27/04, 10828.01, 10868.07, 10776.13, 10776.13
12/23/04, 10815.00, 10864.67, 10809.53, 10827.12
12/22/04, 10752.34, 10822.68, 10739.19, 10815.89
12/21/04, 10661.89, 10765.27, 10661.89, 10759.43
12/20/04, 10652.14, 10735.27, 10652.07, 10661.60
12/17/04, 10704.83, 10739.33, 10641.88, 10649.92
12/16/04, 10691.71, 10726.85, 10661.67, 10705.64
12/15/04, 10675.71, 10706.16, 10636.47, 10691.45
12/14/04, 10640.53, 10695.07, 10621.03, 10676.45
12/13/04, 10543.44, 10642.53, 10543.21, 10638.32
12/10/04, 10552.16, 10575.58, 10522.68, 10543.22
12/09/04, 10492.45, 10562.51, 10418.63, 10552.82
12/08/04, 10438.77, 10506.85, 10438.66, 10494.23
12/07/04, 10546.80, 10567.16, 10440.36, 10440.58
12/06/04, 10591.32, 10591.99, 10526.82, 10547.06
12/03/04, 10597.90, 10643.05, 10560.58, 10592.21
12/02/04, 10590.44, 10629.16, 10544.77, 10585.12
